x,y
0.0,2.3167118669723963
0.5025125628140703,2.630710463886203
1.0050251256281406,1.598145676956242
1.507537688442211,6.39682030901631
2.0100502512562812,5.22317486585618
2.5125628140703515,3.9203214083075064
3.015075376884422,4.455830794095298
3.517587939698492,3.1022273051534377
4.0201005025125625,2.748782856705808
4.522613065326633,4.013019649756135
5.025125628140703,6.152794038802992
5.527638190954773,3.9235429249755445
6.030150753768844,3.221387165228684
6.532663316582914,5.783842681442939
7.035175879396984,3.8144270004272722
7.537688442211055,6.0234912199816995
8.040201005025125,5.145393979522899
8.542713567839195,6.064585899131987
9.045226130653266,6.9340551239008485
9.547738693467336,5.208677092365765
10.050251256281406,5.473914733894697
10.552763819095476,4.989515729563479
11.055276381909547,5.128183800871488
11.557788944723617,4.9783438185684705
12.060301507537687,6.081853713819107
12.562814070351758,5.556274053589399
13.065326633165828,5.981851797087519
13.567839195979898,4.877924842913241
14.070351758793969,3.690739638783305
14.572864321608039,5.0859288034274535
15.07537688442211,4.844761461070409
15.57788944723618,4.8867118559318
16.08040201005025,5.4280258916487725
16.58291457286432,4.588413080679336
17.08542713567839,6.968343890806977
17.587939698492463,5.186068028979305
18.09045226130653,6.025502970906364
18.5929648241206,6.38299858320748
19.09547738693467,6.441660663440886
19.597989949748744,4.349825626982202
20.100502512562812,4.615330533721423
20.60301507537688,5.792128199018927
21.105527638190953,5.7171833611499725
21.608040201005025,4.797088031737438
22.110552763819094,4.462737291852956
22.613065326633162,4.1883433874275084
23.115577889447234,4.840839915383841
23.618090452261306,4.936833658325927
24.120603015075375,2.8829553389331553
24.623115577889443,4.073737040613167
25.125628140703515,5.380826167491327
25.628140703517587,4.665726064016399
26.130653266331656,4.110159861836191
26.633165829145725,4.044302526530634
27.135678391959797,3.166712760865385
27.63819095477387,3.5056725050270474
28.140703517587937,5.402116225557012
28.643216080402006,1.5703024756962285
29.145728643216078,2.9565140249560797
29.64824120603015,0.06101094545428998
30.15075376884422,2.9618691098685987
30.653266331658287,2.869056624197132
31.15577889447236,3.4768163013755826
31.65829145728643,4.139112419339716
32.1608040201005,2.0139699538521105
32.66331658291457,1.514236565609473
33.16582914572864,2.939274916191696
33.66834170854271,3.388646241071453
34.17085427135678,3.6222168579818375
34.67336683417085,3.7436630655058316
35.175879396984925,3.975247950959358
35.678391959798994,2.966841531875742
36.18090452261306,2.4936593123459145
36.68341708542713,2.453947713675216
37.1859296482412,1.9373617525784672
37.688442211055275,2.8967039013673657
38.19095477386934,2.2699976725271376
38.69346733668341,1.4359503708173724
39.19597989949749,2.3099221768289278
39.698492462311556,0.5338849720542385
40.201005025125625,1.9890583586527617
40.70351758793969,1.1472337069019802
41.20603015075376,1.580870683542845
41.70854271356784,2.0090947514494584
42.211055276381906,1.0953074075789084
42.713567839195974,0.6285581294009172
43.21608040201005,0.3036508588560667
43.71859296482412,1.8514851520137356
44.22110552763819,1.4886525024554964
44.723618090452256,0.4264851647746565
45.226130653266324,1.817452823688206
45.7286432160804,1.205054760110518
46.23115577889447,0.7526388041109884
46.73366834170854,0.9774547709981983
47.23618090452261,2.6486566147729094
47.73869346733668,1.6070414679628755
48.24120603015075,0.23286202336684791
48.74371859296482,1.5014473524791558
49.24623115577889,0.8034222984583876
